sid,link_name_ezpass,borough_ezpass,polyline_ezpass,link_length_ft_ezpass,aggregation_period_sec_ezpass,n_samples_ezpass,median_calculation_timestamp_ezpass,median_tt_sec_ezpass,median_speed_fps_ezpass,link_name_traffic,borough_traffic,polyline_traffic,link_length_ft_traffic,aggregation_period_sec_traffic,n_samples_traffic,median_calculation_timestamp_traffic,median_tt_sec_traffic,median_speed_fps_traffic
27034,Belt Pkwy - Eastbound - Ocean Pkwy to Flatbush,Brooklyn,mpuvFtrmbMSsIkAwSoBmUU}IBgJTsEdA{LL_HOaMi@{O_@qFcAsOeDu]QoGLiG|@gHrGk[pAsHv@yJPqRg@gO{AoLoCwKkIqReDiFuCoCeG{CkGaAiFDmInAqELaH_B,19771.69,0,0,3/16/2026 16:15:01,0.0,0.0,Belt Pkwy - Eastbound - Ocean Pkwy to Flatbush,Brooklyn,mpuvFtrmbMSsIkAwSoBmUU}IBgJTsEdA{LL_HOaMi@{O_@qFcAsOeDu]QoGLiG|@gHrGk[pAsHv@yJPqRg@gO{AoLoCwKkIqReDiFuCoCeG{CkGaAiFDmInAqELaH_B,19771.69,0,0,3/15/2026 12:40:12,0.0,0.0
28029,Belt Pkwy - Eastbound - Pennsylvania Ave to Cross Bay Blvd,Brooklyn,ybawF`}{aMwH_EkHiGyFkGgG}IeHcNaMoYsFmLuRq\wE{GcJyL_I{LkBsDkC{F{J}W_IoWg@yB,13098.76,0,0,3/16/2026 16:15:01,0.0,0.0,Belt Pkwy - Eastbound - Pennsylvania Ave to Cross Bay Blvd,Brooklyn,ybawF`}{aMwH_EkHiGyFkGgG}IeHcNaMoYsFmLuRq\wE{GcJyL_I{LkBsDkC{F{J}W_IoWg@yB,13098.76,0,0,3/15/2026 12:40:12,0.0,0.0
29150,Belt Pkwy EB @ Cross Bay Blvd - Rockaway Blvd @ Farmers Blvd,Queens,mqewFdcuaM_B_Hy@cGEiFnAaKzByL|@yI`A}Gf@aKbFoNWiNbEmn@`@}M}@mHgHmWkBwTY}Vx@sZb@mIzHm`A`DmQhJ{YbBaJ|AgE,19472.98,0,0,3/16/2026 16:15:01,0.0,0.0,Belt Pkwy EB @ Cross Bay Blvd - Rockaway Blvd @ Farmers Blvd,Queens,mqewFdcuaM_B_Hy@cGEiFnAaKzByL|@yI`A}Gf@aKbFoNWiNbEmn@`@}M}@mHgHmWkBwTY}Vx@sZb@mIzHm`A`DmQhJ{YbBaJ|AgE,19472.98,900,2,3/15/2026 12:40:12,984.0,19.79
30171,Henry Hudson Pkwy - Northbound - 57th St to 79th St,Manhattan,{dzwFx~rbMgUiNyT{NgJmGcIaHqMuIsF_D,5856.76,0,0,3/16/2026 16:15:01,0.0,0.0,Henry Hudson Pkwy - Northbound - 57th St to 79th St,Manhattan,{dzwFx~rbMgUiNyT{NgJmGcIaHqMuIsF_D,5856.76,0,0,3/15/2026 12:40:12,0.0,0.0
33024,Belt Pkwy - Westbound - East of JFK to Crossbay Blvd.,Queens,qxewFjriaMlCnl@LdEX~W@jHIdMy@xy@QjBMrXx@vIrAzFlDbQb@vEFpHk@~[e@zRw@zOu@zGcCdMwAlJIhHf@bF|B`L,16703.62,0,0,3/16/2026 16:15:01,0.0,0.0,Belt Pkwy - Westbound - East of JFK to Crossbay Blvd.,Queens,qxewFjriaMlCnl@LdEX~W@jHIdMy@xy@QjBMrXx@vIrAzFlDbQb@vEFpHk@~[e@zRw@zOu@zGcCdMwAlJIhHf@bF|B`L,16703.62,0,0,3/15/2026 12:40:12,0.0,0.0
34028,Belt Pkwy - Eastbound - Flatbush Ave to Erskine St,Brooklyn,u_xvFlbbbMcEwC{EkGmBmEgEcNwD}GwBgC}FaE_Cu@gQiBeRkEoLq@uVCyRr@eGGiFs@uEsA}FyDsEkE_DgE{Vgd@kLiSyFqIwCkCqHoGgKkGm[cMwI{D,20229.18,0,0,3/16/2026 16:15:01,0.0,0.0,Belt Pkwy - Eastbound - Flatbush Ave to Erskine St,Brooklyn,u_xvFlbbbMcEwC{EkGmBmEgEcNwD}GwBgC}FaE_Cu@gQiBeRkEoLq@uVCyRr@eGGiFs@uEsA}FyDsEkE_DgE{Vgd@kLiSyFqIwCkCqHoGgKkGm[cMwI{D,20229.18,0,0,3/15/2026 12:40:12,0.0,0.0
35027,Belt Pkwy - Eastbound - Bay 8th St to Ocean Pkwy,Brooklyn,}kyvFdzwbMrDsQlBaMhCwKjEkLpK}RjEwHpCiIlCgQlBeG~CkGvEwGlF}FhGqFdF_DzMcFxE_DpG}IfBcFbB_IpBcNbCiWp@yLBqJaAuNqCeWy@{R,17580.18,0,0,3/16/2026 16:15:01,0.0,0.0,Belt Pkwy - Eastbound - Bay 8th St to Ocean Pkwy,Brooklyn,}kyvFdzwbMrDsQlBaMhCwKjEkLpK}RjEwHpCiIlCgQlBeG~CkGvEwGlF}FhGqFdF_DzMcFxE_DpG}IfBcFbB_IpBcNbCiWp@yLBqJaAuNqCeWy@{R,17580.18,0,0,3/15/2026 12:40:12,0.0,0.0
35202,Belt Pkwy - Westbound - Bay 8th St to 68th St,Brooklyn,smyvFv{wbMmDbQc@xHTfYkAnJmCzGyFpJyExDcHtDwHdFuL`OsI~EkHtAqb@jEaUEq[qCky@w[,16888.42,0,0,3/16/2026 16:15:01,0.0,0.0,Belt Pkwy - Westbound - Bay 8th St to 68th St,Brooklyn,smyvFv{wbMmDbQc@xHTfYkAnJmCzGyFpJyExDcHtDwHdFuL`OsI~EkHtAqb@jEaUEq[qCky@w[,16888.42,0,0,3/15/2026 12:40:12,0.0,0.0
40041,1st Avenue - Northbound - 49th St to 57th St,Manhattan,yrvwFnrmbMu^cV,2113.41,0,0,3/16/2026 16:15:01,0.0,0.0,1st Avenue - Northbound - 49th St to 57th St,Manhattan,yrvwFnrmbMu^cV,2113.41,0,0,3/15/2026 12:40:12,0.0,0.0
40046,49th Street - Westbound - 1st Ave to 2nd Ave,Manhattan,yrvwFlrmbMgEtM,744.88,0,0,3/16/2026 16:15:01,0.0,0.0,49th Street - Westbound - 1st Ave to 2nd Ave,Manhattan,yrvwFlrmbMgEtM,744.88,0,0,3/15/2026 12:40:12,0.0,0.0
42048,42nd Street - Eastbound - 2nd Ave to 1st Ave,Manhattan,{|uwFrunbMhEyM,751.53,0,0,3/16/2026 16:15:01,0.0,0.0,42nd Street - Eastbound - 2nd Ave to 1st Ave,Manhattan,{|uwFrunbMhEyM,751.53,0,0,3/15/2026 12:40:12,0.0,0.0
44020,3rd Avenue - Northbound - 23rd St to 34th St,Manhattan,sxswFrypbMaj@k^,2871.1,0,0,3/16/2026 16:15:01,0.0,0.0,3rd Avenue - Northbound - 23rd St to 34th St,Manhattan,sxswFrypbMaj@k^,2871.1,0,0,3/15/2026 12:40:12,0.0,0.0
44105,23rd Street - Eastbound - 3rd Ave to 2nd Ave,Manhattan,_xswF~ypbMzDqL,690.93,0,0,3/16/2026 16:15:01,0.0,0.0,23rd Street - Eastbound - 3rd Ave to 2nd Ave,Manhattan,_xswF~ypbMzDqL,690.93,0,0,3/15/2026 12:40:12,0.0,0.0
46005,49th Street - Westbound - 2nd Ave to 3rd Ave,Manhattan,ayvwFbanbMyD~L,705.9,0,0,3/16/2026 16:15:01,0.0,0.0,49th Street - Westbound - 2nd Ave to 3rd Ave,Manhattan,ayvwFbanbMyD~L,705.9,900,6,3/15/2026 12:40:12,398.5,1.77
47023,6th Avenue - Northbound - 23rd St to 34th ST,Manhattan,artwF~urbMeCaB}]oUMOoFmD,2874.47,0,0,3/16/2026 16:15:01,0.0,0.0,6th Avenue - Northbound - 23rd St to 34th ST,Manhattan,artwF~urbMeCaB}]oUMOoFmD,2874.47,0,0,3/15/2026 12:40:12,0.0,0.0
47106,23rd Street - Westbound - 6th Ave to 7th Ave,Manhattan,_stwFjurbMiF`Q,905.67,0,0,3/16/2026 16:15:01,0.0,0.0,23rd Street - Westbound - 6th Ave to 7th Ave,Manhattan,_stwFjurbMiF`Q,905.67,0,0,3/15/2026 12:40:12,0.0,0.0
48040,1st Avenue - Northbound - 42nd St to 49th St,Manhattan,_wuwFnfnbM_DsByMyI}FwD,1849.46,0,0,3/16/2026 16:15:01,0.0,0.0,1st Avenue - Northbound - 42nd St to 49th St,Manhattan,_wuwFnfnbM_DsByMyI}FwD,1849.46,0,0,3/15/2026 12:40:12,0.0,0.0
50082,23rd Street - Westbound - 8th Ave to 9th Ave,Manhattan,sauwFbysbMqF~P,910.2,0,0,3/16/2026 16:15:01,0.0,0.0,23rd Street - Westbound - 8th Ave to 9th Ave,Manhattan,sauwFbysbMqF~P,910.2,0,0,3/15/2026 12:40:12,0.0,0.0
52056,57th Street - Eastbound - Broadway to 7th Ave,Manhattan,{cywF~qpbMxCkJ,576.01,0,0,3/16/2026 16:15:01,0.0,0.0,57th Street - Eastbound - Broadway to 7th Ave,Manhattan,{cywF~qpbMxCkJ,576.01,0,0,3/15/2026 12:40:12,0.0,0.0
55006,57th Street - Westbound - 2nd Ave to 3rd Ave,Manhattan,cywwFvimbM{DzL,702.79,0,0,3/16/2026 16:15:01,0.0,0.0,57th Street - Westbound - 2nd Ave to 3rd Ave,Manhattan,cywwFvimbM{DzL,702.79,0,0,3/15/2026 12:40:12,0.0,0.0
55046,2nd Avenue  - Southbound - 57th St to 49th St,Manhattan,uxwwFbjmbMhC`B|BxAxBvAzB|A~BxAzBzAzBzA~B|A,2112.17,0,0,3/16/2026 16:15:01,0.0,0.0,2nd Avenue  - Southbound - 57th St to 49th St,Manhattan,uxwwFbjmbMhC`B|BxAxBvAzB|A~BxAzBzAzBzA~B|A,2112.17,0,0,3/15/2026 12:40:12,0.0,0.0
56019,57th Street - Eastbound - 7th Ave to 6th Ave,Manhattan,a_ywFrfpbMlFwP,896.8,0,0,3/16/2026 16:15:01,0.0,0.0,57th Street - Eastbound - 7th Ave to 6th Ave,Manhattan,a_ywFrfpbMlFwP,896.8,0,0,3/15/2026 12:40:12,0.0,0.0
56037,7th Avenue - Southbound - 57th St to 49th St,Manhattan,q_ywFhfpbMfC`BzBzA~BvAzBzA|BzAzBxA|BzAzB~A,2110.34,0,0,3/16/2026 16:15:01,0.0,0.0,7th Avenue - Southbound - 57th St to 49th St,Manhattan,q_ywFhfpbMfC`BzBzA~BvAzBzA|BzAzBxA|BzAzB~A,2110.34,0,0,3/15/2026 12:40:12,0.0,0.0
59017,42nd Street - Eastbound - 7th Ave to 6th Ave,Manhattan,wcwwFtqqbMlFsP,892.06,0,0,3/16/2026 16:15:01,0.0,0.0,42nd Street - Eastbound - 7th Ave to 6th Ave,Manhattan,wcwwFtqqbMlFsP,892.06,0,0,3/15/2026 12:40:12,0.0,0.0
59053,42nd Street - Westbound - 7th Ave to 8th Ave,Manhattan,sdwwFbqqbMoFxP,901.07,0,0,3/16/2026 16:15:01,0.0,0.0,42nd Street - Westbound - 7th Ave to 8th Ave,Manhattan,sdwwFbqqbMoFxP,901.07,0,0,3/15/2026 12:40:12,0.0,0.0
60057,34th Street - Westbound - 7th Ave to 8th Ave,Manhattan,cevwFdhrbMmFtP,894.51,0,0,3/16/2026 16:15:01,0.0,0.0,34th Street - Westbound - 7th Ave to 8th Ave,Manhattan,cevwFdhrbMmFtP,894.51,900,2,3/15/2026 12:40:12,663.0,1.35
61057,34th Street - Eastbound - 9th Ave to 8th Ave,Manhattan,esvwFflsbMlFyP,899.34,0,0,3/16/2026 16:15:01,0.0,0.0,34th Street - Eastbound - 9th Ave to 8th Ave,Manhattan,esvwFflsbMlFyP,899.34,0,0,3/15/2026 12:40:12,0.0,0.0
61078,34th Street - Westbound - 9th Ave to 10th Ave,Manhattan,ctvwFpksbMoFxP,901.09,0,0,3/16/2026 16:15:01,0.0,0.0,34th Street - Westbound - 9th Ave to 10th Ave,Manhattan,ctvwFpksbMoFxP,901.09,900,13,3/15/2026 12:40:12,38.0,23.71
61082,9th Avenue - Southbound - 34th St to 23rd St,Manhattan,usvwF|ksbMtVjPxLbIpDbC,2876.39,0,0,3/16/2026 16:15:01,0.0,0.0,9th Avenue - Southbound - 34th St to 23rd St,Manhattan,usvwF|ksbMtVjPxLbIpDbC,2876.39,0,0,3/15/2026 12:40:12,0.0,0.0
62126,Hylan Blvd - Southbound - New Dorp Ln to Guyon Ave,Staten Island,}|rvFvqicM~W`XvRzRfQjR,4653.84,0,0,3/16/2026 16:15:01,0.0,0.0,Hylan Blvd - Southbound - New Dorp Ln to Guyon Ave,Staten Island,}|rvFvqicM~W`XvRzRfQjR,4653.84,0,0,3/15/2026 12:40:12,0.0,0.0
63064,Father Capodanno Blvd @ Seaview Ave to Lily Pond Ave Verrazano-Narrows Br Entrance - NB,Staten Island,istvFdhccMoDkEgEwEgAwAgBaBaFwEiEyEcCyDk@u@cDaC}BeBcCkBuB_ByAuAkCqCeGgGeDsDuBqCgCmDwAoCUYsAc@cAYsAKeFQiAm@}@_Ai@eAw@a@}@VaLrIsIlF,9499.41,0,0,3/16/2026 16:15:01,0.0,0.0,Father Capodanno Blvd @ Seaview Ave to Lily Pond Ave Verrazano-Narrows Br Entrance - NB,Staten Island,istvFdhccMoDkEgEwEgAwAgBaBaFwEiEyEcCyDk@u@cDaC}BeBcCkBuB_ByAuAkCqCeGgGeDsDuBqCgCmDwAoCUYsAc@cAYsAKeFQiAm@}@_Ai@eAw@a@}@VaLrIsIlF,9499.41,0,0,3/15/2026 12:40:12,0.0,0.0
65063,Lily Pond Ave @ Verrazano-Narrows Br Exit - Father Capodanno Blvd @ Seaview Ave - SB,Staten Island,klyvFt~`cMtQoDdA_@fHiExMqJj@KZN`A~AfBrA`ATtFJdDhAvBhD~EvG`DxDtDxDlFrFjBfBvEjDvHzF|CpE~ErFfFxEhJdKd@v@nCvC,10671.4,0,0,3/16/2026 16:15:01,0.0,0.0,Lily Pond Ave @ Verrazano-Narrows Br Exit - Father Capodanno Blvd @ Seaview Ave - SB,Staten Island,klyvFt~`cMtQoDdA_@fHiExMqJj@KZN`A~AfBrA`ATtFJdDhAvBhD~EvG`DxDtDxDlFrFjBfBvEjDvHzF|CpE~ErFfFxEhJdKd@v@nCvC,10671.4,0,0,3/15/2026 12:40:12,0.0,0.0
66074,Hylan Blvd - Southbound - Seaview Ave to Midland Ave,Staten Island,yavvF|bfcMpC~Br@l@|ArB`EpFdFdHpFrHzEnGdBdCjB~BdBhClBtBdC~B,4261.21,0,0,3/16/2026 16:15:01,0.0,0.0,Hylan Blvd - Southbound - Seaview Ave to Midland Ave,Staten Island,yavvF|bfcMpC~Br@l@|ArB`EpFdFdHpFrHzEnGdBdCjB~BdBhClBtBdC~B,4261.21,900,2,3/15/2026 12:40:12,955.0,4.46
70073,Flatbush Ave - Northbound - Willoughby St to Tillary St,Brooklyn,otjwFvtpbM{H|CkFrB{EfB,1502.13,0,0,3/16/2026 16:15:01,0.0,0.0,Flatbush Ave - Northbound - Willoughby St to Tillary St,Brooklyn,otjwFvtpbM{H|CkFrB{EfB,1502.13,0,0,3/15/2026 12:40:12,0.0,0.0
71117,Atlantic Avenue - Westbound - Flatbush Ave to Boerum Pl,Brooklyn,eciwFjvobMqPll@kLhb@,4004.42,0,0,3/16/2026 16:15:01,0.0,0.0,Atlantic Avenue - Westbound - Flatbush Ave to Boerum Pl,Brooklyn,eciwFjvobMqPll@kLhb@,4004.42,0,0,3/15/2026 12:40:12,0.0,0.0
72117,Atlantic Avenue - Eastbound - BQE Exit to Boerum Pl,Brooklyn,mnjwFhusbMjHy`@tBcJ,2130.79,0,0,3/16/2026 16:15:01,0.0,0.0,Atlantic Avenue - Eastbound - BQE Exit to Boerum Pl,Brooklyn,mnjwFhusbMjHy`@tBcJ,2130.79,0,0,3/15/2026 12:40:12,0.0,0.0
73070,Flatbush Ave - Southbound - Tillary St to Willoughby St,Brooklyn,gmkwFncqbMlF{B~EoBfIeD,1544.57,0,0,3/16/2026 16:15:01,0.0,0.0,Flatbush Ave - Southbound - Tillary St to Willoughby St,Brooklyn,gmkwFncqbMlF{B~EoBfIeD,1544.57,0,0,3/15/2026 12:40:12,0.0,0.0
76045,1st Avenue - Northbound - 14th St to 23rd St,Manhattan,wirwF~upbMia@aX,2289.12,0,0,3/16/2026 16:15:01,0.0,0.0,1st Avenue - Northbound - 14th St to 23rd St,Manhattan,wirwF~upbMia@aX,2289.12,0,0,3/15/2026 12:40:12,0.0,0.0
78061,34th Street - Eastbound - 10th Ave to 9th Ave,Manhattan,szvwF`~sbMlFyP,899.33,0,0,3/16/2026 16:15:01,0.0,0.0,34th Street - Eastbound - 10th Ave to 9th Ave,Manhattan,szvwF`~sbMlFyP,899.33,0,0,3/15/2026 12:40:12,0.0,0.0
79078,10th Avenue - Northbound - 23rd St to 34th St,Manhattan,_puwFb}tbMcj@m^,2875.54,0,0,3/16/2026 16:15:01,0.0,0.0,10th Avenue - Northbound - 23rd St to 34th St,Manhattan,_puwFb}tbMcj@m^,2875.54,0,0,3/15/2026 12:40:12,0.0,0.0
79082,23rd Street - Eastbound - 10th Ave to 9th Ave,Manhattan,uouwFh}tbMjFqP,887.96,0,0,3/16/2026 16:15:01,0.0,0.0,23rd Street - Eastbound - 10th Ave to 9th Ave,Manhattan,uouwFh}tbMjFqP,887.96,0,0,3/15/2026 12:40:12,0.0,0.0
79104,23rd Street - Westbound - 10th Ave to 11th Ave,Manhattan,{puwFl|tbMoF~P,908.41,0,0,3/16/2026 16:15:01,0.0,0.0,23rd Street - Westbound - 10th Ave to 11th Ave,Manhattan,{puwFl|tbMoF~P,908.41,0,0,3/15/2026 12:40:12,0.0,0.0
80108,11th Avenue - Southbound - 42nd St to 34th St,Manhattan,gbxwFpxsbMt^|U,2109.39,0,0,3/16/2026 16:15:01,0.0,0.0,11th Avenue - Southbound - 42nd St to 34th St,Manhattan,gbxwFpxsbMt^|U,2109.39,900,2,3/15/2026 12:40:12,116.0,18.18
82050,23rd Street - Eastbound - 9th Ave to 8th Ave,Manhattan,ihuwFtktbMnF}P,906.01,0,0,3/16/2026 16:15:01,0.0,0.0,23rd Street - Eastbound - 9th Ave to 8th Ave,Manhattan,ihuwFtktbMnF}P,906.01,0,0,3/15/2026 12:40:12,0.0,0.0
82079,23rd Street - Westbound - 9th Ave to 10th Ave,Manhattan,eiuwF`ktbMkFtP,892.8,0,0,3/16/2026 16:15:01,0.0,0.0,23rd Street - Westbound - 9th Ave to 10th Ave,Manhattan,eiuwF`ktbMkFtP,892.8,0,0,3/15/2026 12:40:12,0.0,0.0
82110,9th Avenue - Southbound - 23rd St to 14th St,Manhattan,qhuwFrktbMhYfRTPPTzE`D,2307.5,0,0,3/16/2026 16:15:01,0.0,0.0,9th Avenue - Southbound - 23rd St to 14th St,Manhattan,qhuwFrktbMhYfRTPPTzE`D,2307.5,0,0,3/15/2026 12:40:12,0.0,0.0
84066,Hylan Blvd - Southbound - Narrows Rd South (West) to Seaview Ave,Staten Island,qwyvFfjccMhCAfFy@bIgD~Dq@zF`CjCrCnBvBQtDIdJ@l@N~ARbA|@|CfBrG`@tAh@x@z@z@bAh@xAd@t@Tb@H`IbCdK~ClCdAjCzBdMlKnKbJ,9165.86,0,0,3/16/2026 16:15:01,0.0,0.0,Hylan Blvd - Southbound - Narrows Rd South (West) to Seaview Ave,Staten Island,qwyvFfjccMhCAfFy@bIgD~Dq@zF`CjCrCnBvBQtDIdJ@l@N~ARbA|@|CfBrG`@tAh@x@z@z@bAh@xAd@t@Tb@H`IbCdK~ClCdAjCzBdMlKnKbJ,9165.86,900,2,3/15/2026 12:40:12,815.0,11.25
86087,Woodhaven Blvd - Southbound - Jamaica Ave to Rockaway Blvd,Queens,q}jwFvhwaMxBiArEyBdCgAtGyCdGcDtEmEtCyCpD{BfI}CvKgEdGiB,5137.84,0,0,3/16/2026 16:15:01,0.0,0.0,Woodhaven Blvd - Southbound - Jamaica Ave to Rockaway Blvd,Queens,q}jwFvhwaMxBiArEyBdCgAtGyCdGcDtEmEtCyCpD{BfI}CvKgEdGiB,5137.84,0,0,3/15/2026 12:40:12,0.0,0.0
86099,Woodhaven Blvd - Northbound - Jamaica Ave to Myrtle Ave,Queens,s~jwFnewaMuAd@iC`@qG|@{GOwBO{GpDeEpEmBvB_B^wDG,3480.9,0,0,3/16/2026 16:15:01,0.0,0.0,Woodhaven Blvd - Northbound - Jamaica Ave to Myrtle Ave,Queens,s~jwFnewaMuAd@iC`@qG|@{GOwBO{GpDeEpEmBvB_B^wDG,3480.9,0,0,3/15/2026 12:40:12,0.0,0.0
87086,Woodhaven Blvd - Northbound - Rockaway Blvd to Jamaica Ave,Queens,emhwFfwuaMeASgGbBkKrEkIdDkDjBoDhDgEdDaD|BaH`DyEtBiI`D,5225.04,0,0,3/16/2026 16:15:01,0.0,0.0,Woodhaven Blvd - Northbound - Rockaway Blvd to Jamaica Ave,Queens,emhwFfwuaMeASgGbBkKrEkIdDkDjBoDhDgEdDaD|BaH`DyEtBiI`D,5225.04,0,0,3/15/2026 12:40:12,0.0,0.0
88087,Cross Bay Blvd - Northbound - 156th Ave to Rockaway Blvd,Queens,afewF~`uaMmJ~AkFx@aFv@cP|CuEj@{EVoGSsCR}GrAcGtAsIz@mBd@gAD,6115.42,0,0,3/16/2026 16:15:01,0.0,0.0,Cross Bay Blvd - Northbound - 156th Ave to Rockaway Blvd,Queens,afewF~`uaMmJ~AkFx@aFv@cP|CuEj@{EVoGSsCR}GrAcGtAsIz@mBd@gAD,6115.42,900,33,3/15/2026 12:40:12,334.0,18.31
88089,Cross Bay Blvd - Southbound - 156th Ave to North Channel Br,Queens,{eewFxbuaMdIkAdIwA~IyAzSkDtSuC~SkD~RyC~ZgM~OqH`EiC,10000.02,0,0,3/16/2026 16:15:01,0.0,0.0,Cross Bay Blvd - Southbound - 156th Ave to North Channel Br,Queens,{eewFxbuaMdIkAdIwA~IyAzSkDtSuC~SkD~RyC~ZgM~OqH`EiC,10000.02,0,0,3/15/2026 12:40:12,0.0,0.0
89088,Cross Bay Blvd -  Northbound - North Channel Br to 156th Ave,Queens,ua`wFnisaMsEnCu[nNwFdCiC`AsEdAoIjAwEp@uHlAgEt@eC^_NvBkHhAeFt@}SfDsS`D,9961.11,0,0,3/16/2026 16:15:01,0.0,0.0,Cross Bay Blvd -  Northbound - North Channel Br to 156th Ave,Queens,ua`wFnisaMsEnCu[nNwFdCiC`AsEdAoIjAwEp@uHlAgEt@eC^_NvBkHhAeFt@}SfDsS`D,9961.11,0,0,3/15/2026 12:40:12,0.0,0.0
89090,Cross Bay Blvd - Southbound - North Channel Br to Jamaica Wildlife Preserve,Queens,_a`wFnjsaMjA_AbGoElEaCfCgAtCcAfEgApWaF{MjCjQiDxCk@xDu@hDq@nHsA~L_ChJ{BfCw@fFmClDgC,9659.13,0,0,3/16/2026 16:15:01,0.0,0.0,Cross Bay Blvd - Southbound - North Channel Br to Jamaica Wildlife Preserve,Queens,_a`wFnjsaMjA_AbGoElEaCfCgAtCcAfEgApWaF{MjCjQiDxCk@xDu@hDq@nHsA~L_ChJ{BfCw@fFmClDgC,9659.13,0,0,3/15/2026 12:40:12,0.0,0.0
90089,Cross Bay Blvd - Northbound - Jamaica Wildlife Preserve to North Channel Br,Queens,ma|vFptqaMmG|DoF~BwFzAeFdAeIzAyGlAyHvAyDt@{GtAgHnAcGlA_F`AoGtByFrCsEvCmEjD,7893.01,0,0,3/16/2026 16:15:01,0.0,0.0,Cross Bay Blvd - Northbound - Jamaica Wildlife Preserve to North Channel Br,Queens,ma|vFptqaMmG|DoF~BwFzAeFdAeIzAyGlAyHvAyDt@{GtAgHnAcGlA_F`AoGtByFrCsEvCmEjD,7893.01,0,0,3/15/2026 12:40:12,0.0,0.0
90091,Cross Bay Blvd - Southbound - Jamaica Wildlife Preserve to W 6 Rd,Queens,w`|vFlvqaMbR}OhCiBjCoBxAu@|Aq@jCw@zDY`CD,3149.57,0,0,3/16/2026 16:15:01,0.0,0.0,Cross Bay Blvd - Southbound - Jamaica Wildlife Preserve to W 6 Rd,Queens,w`|vFlvqaMbR}OhCiBjCoBxAu@|Aq@jCw@zDY`CD,3149.57,0,0,3/15/2026 12:40:12,0.0,0.0
91090,Cross Bay Blvd - Northbound - W 6th Rd to Jamaica Wildlife Reserve,Queens,mpzvFdwpaMgCGmCNqC\yBx@wAh@iEhD{FrEeNxK,3220.45,0,0,3/16/2026 16:15:01,0.0,0.0,Cross Bay Blvd - Northbound - W 6th Rd to Jamaica Wildlife Reserve,Queens,mpzvFdwpaMgCGmCNqC\yBx@wAh@iEhD{FrEeNxK,3220.45,0,0,3/15/2026 12:40:12,0.0,0.0
92091,Cross Bay Blvd - Northbound - W 20th Rd to W 6th Rd,Queens,wmxvFtaqaM{Go@gC_@}K{@cL}@gGk@sGk@uIs@,3925.39,0,0,3/16/2026 16:15:01,0.0,0.0,Cross Bay Blvd - Northbound - W 20th Rd to W 6th Rd,Queens,wmxvFtaqaM{Go@gC_@}K{@cL}@gGk@sGk@uIs@,3925.39,0,0,3/15/2026 12:40:12,0.0,0.0
95096,Woodhaven Blvd - Southbound - Furmanville Ave to Metropolitan Ave,Queens,kdpwFj{yaMba@ma@lCo@~CArGN,3570.91,0,0,3/16/2026 16:15:01,0.0,0.0,Woodhaven Blvd - Southbound - Furmanville Ave to Metropolitan Ave,Queens,kdpwFj{yaMba@ma@lCo@~CArGN,3570.91,0,0,3/15/2026 12:40:12,0.0,0.0
96095,Woodhaven Blvd - Northbound - Metropolitan Ave to Furmanville Ave,Queens,wonwFbuxaMsK_@yEhAoF`GoBtB_V`V,3661.2,0,0,3/16/2026 16:15:01,0.0,0.0,Woodhaven Blvd - Northbound - Metropolitan Ave to Furmanville Ave,Queens,wonwFbuxaMsK_@yEhAoF`GoBtB_V`V,3661.2,0,0,3/15/2026 12:40:12,0.0,0.0
96097,Woodhaven Blvd - Southbound - Metropolitan Ave to Union Turnpike,Queens,epnwFzwxaMdADvZgChAUzAo@hCqB,2374.44,0,0,3/16/2026 16:15:01,0.0,0.0,Woodhaven Blvd - Southbound - Metropolitan Ave to Union Turnpike,Queens,epnwFzwxaMdADvZgChAUzAo@hCqB,2374.44,0,0,3/15/2026 12:40:12,0.0,0.0
97096,Woodhaven Blvd - Northbound - Union Turnpike to Metropolitan Ave,Queens,iimwFpkxaMkBhBaBx@kHz@aMv@sGX,2324.14,0,0,3/16/2026 16:15:01,0.0,0.0,Woodhaven Blvd - Northbound - Union Turnpike to Metropolitan Ave,Queens,iimwFpkxaMkBhBaBx@kHz@aMv@sGX,2324.14,0,0,3/15/2026 12:40:12,0.0,0.0
99086,Woodhaven Blvd - Southbound - Myrtle Ave to Jamaica Ave,Queens,kvlwF~{waMhFKtDyC~CuChHgEpCJxGLvKmAlBk@,3532.76,0,0,3/16/2026 16:15:01,0.0,0.0,Woodhaven Blvd - Southbound - Myrtle Ave to Jamaica Ave,Queens,kvlwF~{waMhFKtDyC~CuChHgEpCJxGLvKmAlBk@,3532.76,0,0,3/15/2026 12:40:12,0.0,0.0
99097,Woodhaven Blvd - Northbound - Myrtle Ave to Union Tpke,Queens,_vlwFfywaMqCDaA\{AzAoBfDiE|G,1454.25,0,0,3/16/2026 16:15:01,0.0,0.0,Woodhaven Blvd - Northbound - Myrtle Ave to Union Tpke,Queens,_vlwFfywaMqCDaA\{AzAoBfDiE|G,1454.25,0,0,3/15/2026 12:40:12,0.0,0.0
104079,23rd Street - Eastbound - 11th Ave to 10th Ave,Manhattan,uvuwF`oubMbFqP,880.96,0,0,3/16/2026 16:15:01,0.0,0.0,23rd Street - Eastbound - 11th Ave to 10th Ave,Manhattan,uvuwF`oubMbFqP,880.96,0,0,3/15/2026 12:40:12,0.0,0.0
